"694","311","1","11","2","-1","-1"
"695","311","2","11","2","-1","-1"
"696","311","3","11","2","-1","-1"
"697","311","4","11","2","-1","-1"
"698","311","5","11","5","-1","-1"
"699","311","6","11","5","-1","-1"
"700","311","7","11","2","-1","-1"
"722","312","1","12","2","-1","-1"
"723","312","2","12","2","-1","-1"
"724","312","3","12","2","-1","-1"
"725","312","4","12","2","-1","-1"
"726","312","5","12","2","-1","-1"
"727","312","6","12","2","-1","-1"
"728","312","7","12","2","-1","-1"
"736","313","1","14","6","-1","-1"
"737","313","2","14","6","-1","-1"
"738","313","3","14","6","-1","-1"
"739","313","4","14","6","-1","-1"
"740","313","5","14","6","-1","-1"
"741","313","6","14","6","-1","-1"
"742","313","7","14","6","-1","-1"
"757","314","1","14","2","-1","-1"
"758","314","2","14","2","-1","-1"
"759","314","3","14","2","-1","-1"
"760","314","4","14","2","-1","-1"
"761","314","5","14","6","-1","-1"
"762","314","6","14","6","-1","-1"
"763","314","7","14","2","-1","-1"
"771","315","1","-1","-1","-1","1"
"772","315","2","14","2","-1","-1"
"773","315","3","14","2","-1","-1"
"774","315","4","13","2","-1","-1"
"775","315","5","-1","-1","-1","1"
"776","315","6","-1","-1","-1","1"
"777","315","7","-1","-1","-1","1"
"778","316","1","12","24","-1","-1"
"779","316","2","12","24","-1","-1"
"780","316","3","12","24","-1","-1"
"781","316","4","12","24","-1","-1"
"782","316","5","12","2","-1","-1"
"783","316","6","12","2","-1","-1"
"784","316","7","12","24","-1","-1"
"785","317","1","15","2","-1","-1"
"786","317","2","15","2","-1","-1"
"787","317","3","15","2","-1","-1"
"788","317","4","15","2","-1","-1"
"789","317","5","15","2","-1","-1"
"790","317","6","15","4","-1","-1"
"791","317","7","15","1","-1","-1"
"792","318","1","-1","-1","1","-1"
"793","318","2","20","2","-1","-1"
"794","318","3","20","2","-1","-1"
"795","318","4","20","2","-1","-1"
"796","318","5","20","3","-1","-1"
"797","318","6","20","3","-1","-1"
"798","318","7","20","2","-1","-1"
"799","319","1","12","3","-1","-1"
"800","319","2","12","3","-1","-1"
"801","319","3","12","3","-1","-1"
"802","319","4","12","3","-1","-1"
"803","319","5","12","6","-1","-1"
"804","319","6","12","6","-1","-1"
"805","319","7","12","3","-1","-1"
"813","321","1","12","1","-1","-1"
"814","321","2","12","1","-1","-1"
"815","321","3","12","1","-1","-1"
"816","321","4","12","1","-1","-1"
"817","321","5","12","2","-1","-1"
"818","321","6","12","2","-1","-1"
"819","321","7","1","1","-1","-1"
"820","320","1","12","1","-1","-1"
"821","320","2","12","1","-1","-1"
"822","320","3","12","1","-1","-1"
"823","320","4","12","1","-1","-1"
"824","320","5","12","2","-1","-1"
"825","320","6","12","2","-1","-1"
"826","320","7","12","1","-1","-1"
"827","322","1","15","3","-1","-1"
"828","322","2","15","3","-1","-1"
"829","322","3","15","3","-1","-1"
"830","322","4","15","3","-1","-1"
"831","322","5","15","3","-1","-1"
"832","322","6","15","3","-1","-1"
"833","322","7","15","3","-1","-1"
"834","323","1","12","6","-1","-1"
"835","323","2","12","6","-1","-1"
"836","323","3","12","6","-1","-1"
"837","323","4","12","6","-1","-1"
"838","323","5","12","6","-1","-1"
"839","323","6","12","6","-1","-1"
"840","323","7","12","6","-1","-1"
"841","324","1","11","2","-1","-1"
"842","324","2","11","2","-1","-1"
"843","324","3","11","2","-1","-1"
"844","324","4","11","2","-1","-1"
"845","324","5","11","3","-1","-1"
"846","324","6","11","3","-1","-1"
"847","324","7","11","3","-1","-1"
"848","325","1","15","2","-1","-1"
"849","325","2","15","2","-1","-1"
"850","325","3","15","2","-1","-1"
"851","325","4","15","2","-1","-1"
"852","325","5","15","2","-1","-1"
"853","325","6","15","2","-1","-1"
"854","325","7","15","2","-1","-1"
"883","335","1","12","1","-1","-1"
"884","335","2","12","1","-1","-1"
"885","335","3","12","1","-1","-1"
"886","335","4","12","1","-1","-1"
"887","335","5","12","4","-1","-1"
"888","335","6","12","4","-1","-1"
"889","335","7","13","1","-1","-1"
"890","336","1","11","24","-1","-1"
"891","336","2","11","24","-1","-1"
"892","336","3","11","24","-1","-1"
"893","336","4","11","24","-1","-1"
"894","336","5","11","24","-1","-1"
"895","336","6","11","24","-1","-1"
"896","336","7","11","24","-1","-1"
"897","337","1","12","3","-1","-1"
"898","337","2","12","3","-1","-1"
"899","337","3","12","3","-1","-1"
"900","337","4","12","3","-1","-1"
"901","337","5","12","3","-1","-1"
"902","337","6","12","3","-1","-1"
"903","337","7","12","3","-1","-1"
"904","338","1","12","2","-1","-1"
"905","338","2","12","2","-1","-1"
"906","338","3","12","2","-1","-1"
"907","338","4","12","2","-1","-1"
"908","338","5","12","2","-1","-1"
"909","338","6","12","2","-1","-1"
"910","338","7","12","2","-1","-1"
"911","339","1","17","1","-1","-1"
"912","339","2","17","1","-1","-1"
"913","339","3","17","1","-1","-1"
"914","339","4","17","1","-1","-1"
"915","339","5","17","1","-1","-1"
"916","339","6","17","1","-1","-1"
"917","339","7","17","1","-1","-1"
"918","340","1","24","1","-1","-1"
"919","340","2","14","1","-1","-1"
"920","340","3","14","1","-1","-1"
"921","340","4","14","1","-1","-1"
"922","340","5","14","1","-1","-1"
"923","340","6","14","1","-1","-1"
"924","340","7","14","1","-1","-1"
"925","341","1","13","1","-1","-1"
"926","341","2","13","1","-1","-1"
"927","341","3","13","1","-1","-1"
"928","341","4","13","1","-1","-1"
"929","341","5","13","2","-1","-1"
"930","341","6","13","2","-1","-1"
"931","341","7","13","1","-1","-1"
"932","342","1","12","2","-1","-1"
"933","342","2","12","2","-1","-1"
"934","342","3","12","2","-1","-1"
"935","342","4","12","2","-1","-1"
"936","342","5","12","2","-1","-1"
"937","342","6","12","2","-1","-1"
"938","342","7","12","2","-1","-1"
"939","343","1","18","1","-1","-1"
"940","343","2","18","1","-1","-1"
"941","343","3","18","1","-1","-1"
"942","343","4","18","1","-1","-1"
"943","343","5","18","2","-1","-1"
"944","343","6","18","2","-1","-1"
"945","343","7","1","1","-1","-1"
"946","344","1","12","2","-1","-1"
"947","344","2","12","2","-1","-1"
"948","344","3","12","2","-1","-1"
"949","344","4","12","2","-1","-1"
"950","344","5","12","4","-1","-1"
"951","344","6","12","4","-1","-1"
"952","344","7","12","2","-1","-1"
"953","345","1","14","3","-1","-1"
"954","345","2","14","3","-1","-1"
"955","345","3","14","3","-1","-1"
"956","345","4","14","3","-1","-1"
"957","345","5","14","3","-1","-1"
"958","345","6","14","3","-1","-1"
"959","345","7","14","3","-1","-1"
"960","346","1","11","23","-1","-1"
"961","346","2","11","23","-1","-1"
"962","346","3","11","23","-1","-1"
"963","346","4","11","23","-1","-1"
"964","346","5","11","23","-1","-1"
"965","346","6","11","23","-1","-1"
"966","346","7","11","23","-1","-1"
"967","347","1","13","2","-1","-1"
"968","347","2","13","2","-1","-1"
"969","347","3","13","2","-1","-1"
"970","347","4","13","2","-1","-1"
"971","347","5","13","2","-1","-1"
"972","347","6","13","5","-1","-1"
"973","347","7","13","5","-1","-1"
"974","348","1","12","24","-1","-1"
"975","348","2","12","24","-1","-1"
"976","348","3","12","24","-1","-1"
"977","348","4","12","24","-1","-1"
"978","348","5","12","6","-1","-1"
"979","348","6","12","6","-1","-1"
"980","348","7","12","24","-1","-1"
"981","349","1","10","23","-1","-1"
"982","349","2","10","23","-1","-1"
"983","349","3","10","23","-1","-1"
"984","349","4","10","23","-1","-1"
"985","349","5","10","23","-1","-1"
"986","349","6","10","23","-1","-1"
"987","349","7","10","23","-1","-1"
"988","350","1","15","6","-1","-1"
"989","350","2","15","6","-1","-1"
"990","350","3","15","6","-1","-1"
"991","350","4","15","6","-1","-1"
"992","350","5","15","6","-1","-1"
"993","350","6","15","6","-1","-1"
